"","map_id","subject_id","real_score","best_score","err_ratio","order_1_to_30","block_1_to_5"
"460",10,16,8863.29966293993,7208,0.229647567000545,10,1
"461",11,16,7903.29471188741,6836,0.156128541820861,20,1
"462",12,16,9506.05466229833,7115,0.33605828001382,6,1
"463",13,16,8451.33252934091,7002,0.206988364658799,19,1
"464",14,16,9802.39098356184,7658,0.280019715795487,4,1
"465",15,16,8035.30605616986,7254,0.107706928063119,30,1
"466",16,16,8666.05440860583,7047,0.229750873932997,29,1
"467",17,16,7417.61509620459,6706,0.106116178974738,11,1
"468",18,16,8501.48523710775,7314,0.162357839363925,22,1
"469",19,16,8014.43898351592,6795,0.179461219060474,21,1
"470",20,16,8125.85593122195,6890,0.179369511062693,15,1
"471",21,16,7909.44840735923,7291,0.0848235368754951,18,1
"472",22,16,7822.66368280806,6778,0.154125653999419,24,1
"473",23,16,11612.4226387235,7520,0.544205138128119,2,1
"474",24,16,8336.72674174004,6780,0.22960571412095,27,1
"475",25,16,10541.7635025125,7378,0.428810450326987,16,1
"476",26,16,7715.73567920638,6960,0.108582712529653,12,1
"477",27,16,8617.67092818323,7159,0.203753447155082,25,1
"478",28,16,8418.9689618996,7292,0.154548678263796,28,1
"479",29,16,9145.19708542808,7397,0.236338662353398,23,1
"480",30,16,10581.5626079088,7311,0.447348188744192,17,1
"481",1,17,9094.90481671875,7646,0.189498406581056,16,1
"482",2,17,8419.26315400035,6476,0.300071518530011,28,1
"483",3,17,9071.42426872085,7172,0.264838855092143,14,1
"484",4,17,8067.5356377882,7028,0.147913437363148,19,1
"485",5,17,7614.9168034479,6999,0.088000686304887,11,1
"486",6,17,7164.20532925347,6866,0.043432177287135,20,1
"487",7,17,8453.07309398855,7239,0.167712818619775,1,1
"488",8,17,8426.5543360225,7095,0.187675029742425,5,1
"489",9,17,9407.55373564805,7026,0.338962956966702,8,1
"490",10,17,8156.34062865244,7208,0.131567789768651,23,1
"491",11,17,8154.80613333272,6836,0.192920733372253,15,1
"492",12,17,8643.79627312642,7115,0.214869469167452,13,1
"493",13,17,8294.94053238578,7002,0.184653032331589,17,1
"494",14,17,8914.32745769421,7658,0.164054251461767,6,1
"495",15,17,8557.70930236398,7254,0.179722815324508,18,1
"496",16,17,8558.1183827198,7047,0.214434281640386,26,1
"497",17,17,7730.96584363118,6706,0.152843102241452,22,1
"498",18,17,8506.11764546937,7314,0.162991201185312,10,1
"499",19,17,8112.48746902292,6795,0.193890723918016,4,1
"500",20,17,8520.70673907578,6890,0.236677320620578,25,1
"501",21,17,9254.71825834909,7291,0.269334557447414,7,1
"502",22,17,7803.05516033036,6778,0.151232688157326,27,1
"503",23,17,9378.48030089969,7520,0.247138337885597,2,1
"504",24,17,7395.04867468538,6780,0.0907151437589057,12,1
"505",25,17,8364.41174337156,7378,0.133696359903979,29,1
"506",26,17,7746.78836549859,6960,0.113044305387729,24,1
"507",27,17,8693.5140605833,7159,0.214347543034404,30,1
"508",28,17,8535.63637015353,7292,0.170548048567407,9,1
"509",29,17,8761.40554079348,7397,0.184453905744691,21,1
"510",30,17,8935.52708311688,7311,0.222203129957171,3,1
"511",1,18,9492.86864819647,7646,0.241547037430876,26,1
"512",2,18,7085.41544457762,6476,0.0941036819916025,19,1
"513",3,18,7884.07296229263,7172,0.0992851313849176,7,1
"514",4,18,7837.64302956288,7028,0.115202480017485,22,1
"515",5,18,8563.38307037775,6999,0.223515226514896,27,1
"516",6,18,8326.23004041914,6866,0.212675508362823,20,1
"517",7,18,9053.05611429492,7239,0.250594849329317,4,1
"518",8,18,7690.45463574768,7095,0.0839259528890324,15,1
"519",9,18,8017.93329340757,7026,0.141180371962364,9,1
"520",10,18,8422.31706244653,7208,0.168467960938752,30,1
"521",11,18,7655.60421557805,6836,0.119895291921891,28,1
"522",12,18,9056.57865340636,7115,0.272885264006516,10,1
"523",13,18,8646.56662916319,7002,0.234870983885059,17,1
"524",14,18,8488.07611868617,7658,0.108393329679573,25,1
"525",15,18,8451.55935824405,7254,0.165089517265515,18,1
"526",16,18,8346.65514634214,7047,0.184426727166473,12,1
"527",17,18,8392.77842451139,6706,0.251532720625021,21,1
"528",18,18,8403.56696417075,7314,0.148970052525397,16,1
"529",19,18,7372.73772296619,6795,0.0850239474563926,11,1
"530",20,18,8466.20573739144,6890,0.228767160724446,24,1
"531",21,18,9389.65784338,7291,0.287842249812097,6,1
"532",22,18,7786.22131539004,6778,0.14874908754648,5,1
"533",23,18,8743.6783928987,7520,0.16272319054504,2,1
"534",24,18,8613.4131757695,6780,0.270414922679868,3,1
"535",25,18,8287.5992600107,7378,0.123285342912808,1,1
"536",26,18,8041.31738075375,6960,0.155361692637033,8,1
"537",27,18,8453.3344127477,7159,0.180798213821441,14,1
"538",28,18,8360.63516638335,7292,0.146548980579175,29,1
"539",29,18,8847.20556669217,7397,0.196053206258235,13,1
"540",30,18,9693.83353003173,7311,0.325924433050436,23,1
"541",1,19,8900.39342855208,7646,0.164058779564751,7,1
"542",2,19,7009.90898089188,6476,0.0824442527627976,6,1
"543",3,19,7850.04876937231,7172,0.0945411000240254,20,1
"544",4,19,8303.86493930514,7028,0.181540258865274,30,1
"545",5,19,7662.81294979251,6999,0.0948439705375782,9,1
"546",6,19,7698.93106931857,6866,0.121312419067662,12,1
"547",7,19,8446.67449034286,7239,0.16682891149922,23,1
"548",8,19,7661.58250595165,7095,0.0798565899861385,19,1
"549",9,19,8322.29289596862,7026,0.184499415879394,2,1
"550",10,19,8202.77043112346,7208,0.138009216304587,15,1
"551",11,19,7689.54859689175,6836,0.124860824589197,21,1
"552",12,19,9755.4976429986,7115,0.371117026422853,4,1
"553",13,19,8312.50578161214,7002,0.187161636905476,28,1
"554",14,19,8692.75787959048,7658,0.135121164741509,26,1
"555",15,19,7846.61825941549,7254,0.081695376263508,25,1
"556",16,19,7994.83285860207,7047,0.134501611835117,16,1
"557",17,19,8019.62371965731,6706,0.195887819811708,24,1
"558",18,19,7712.65581353485,7314,0.0545058536416251,17,1
"559",19,19,7265.04322905508,6795,0.0691748681464427,1,1
"560",20,19,7580.31124959067,6890,0.100190311987035,27,1
"561",21,19,8266.1132313029,7291,0.133742042422562,5,1
"562",22,19,7093.33858185363,6778,0.0465238391640056,13,1
"563",23,19,8539.3394424373,7520,0.135550457770918,11,1
"564",24,19,7781.13383594918,6780,0.147659857809613,8,1
"565",25,19,8442.54770877759,7378,0.144286759118676,14,1
"566",26,19,7666.5850822487,6960,0.101520845150675,22,1
"567",27,19,8227.63358217413,7159,0.149271348257317,18,1
"568",28,19,8580.79650208827,7292,0.176741154976449,3,1
"569",29,19,7833.03393568129,7397,0.0589474024173711,10,1
"570",30,19,8086.80467864992,7311,0.106114714628631,29,1
"571",1,20,8502.25930717349,7646,0.111987876951804,19,1
"572",2,20,7294.24145036688,6476,0.1263498224779,29,1
"573",3,20,8301.94268616215,7172,0.157549175426959,10,1
"574",4,20,7981.41690673498,7028,0.135659776143281,12,1
"575",5,20,8000.88593504932,6999,0.143147011723006,24,1
"576",6,20,8815.69492055567,6866,0.283963722772454,14,1
"577",7,20,8345.19797111773,7239,0.152810881491606,23,1
"578",8,20,7813.05534693419,7095,0.101205827615813,11,1
"579",9,20,8566.83688401597,7026,0.219304993455162,5,1
"580",10,20,9290.41380476272,7208,0.28890313606586,17,1
"581",11,20,8187.13869950181,6836,0.197650482665567,15,1
"582",12,20,8662.45173621067,7115,0.217491459762568,21,1
"583",13,20,9077.54319830266,7002,0.296421479334855,27,1
"584",14,20,9018.59730010664,7658,0.17767005747018,9,1
"585",15,20,8062.26464144163,7254,0.111423303203975,4,1
"586",16,20,10224.2714917825,7047,0.45086866635199,7,1
"587",17,20,8039.66821430127,6706,0.198876858678984,1,1
"588",18,20,8403.8715298658,7314,0.149011693993137,28,1
"589",19,20,8398.72395647875,6795,0.236015298966703,3,1
"590",20,20,8812.30604632122,6890,0.27899942617144,8,1
"591",21,20,8153.06996130715,7291,0.118237547840783,13,1
"592",22,20,7977.20829022831,6778,0.176926569818282,20,1
"593",23,20,8842.7488010614,7520,0.175897446949654,26,1
"594",24,20,8379.94355206542,6780,0.235979874935902,2,1
"595",25,20,8827.64313604382,7378,0.196481856335568,16,1
"596",26,20,7974.35044495594,6960,0.145740006459187,30,1
"597",27,20,8156.59406398436,7159,0.139348241931046,22,1
"598",28,20,8774.07567589833,7292,0.203246801412277,6,1
"599",29,20,8561.37141665029,7397,0.157411304130092,18,1
"600",30,20,9073.62796439925,7311,0.241092595322015,25,1
"601",1,21,10733.7738453175,7646,0.403841727088342,27,1
"602",2,21,9813.75822717446,6476,0.515404296969496,1,1
"603",3,21,8774.41650517359,7172,0.223426729667261,7,1
"604",4,21,9122.42287695318,7028,0.298011223243196,2,1
"605",5,21,9319.49017209145,6999,0.331545959721596,30,1
"606",6,21,8801.71406892413,6866,0.28192747872475,25,1
"607",7,21,10540.3276962811,7239,0.456047478419819,26,1
"608",8,21,9099.57066368247,7095,0.282532863098304,28,1
"609",9,21,9183.18084819474,7026,0.307028301764125,14,1
"610",10,21,9281.36785588687,7208,0.287648148707945,23,1
"611",11,21,8951.62581323599,6836,0.309483003691632,11,1
"612",12,21,10239.708630893,7115,0.439171979043285,10,1
"613",13,21,8966.41463052748,7002,0.280550504217006,21,1
"614",14,21,10608.0834480193,7658,0.385228969446235,29,1
"615",15,21,7935.52783694372,7254,0.0939520039900357,12,1
"616",16,21,10377.1287543429,7047,0.472559777826439,13,1
"617",17,21,9283.7954188632,6706,0.384401344894602,18,1
"618",18,21,11498.1980213882,7314,0.57208067013784,24,1
"619",19,21,8813.02067824214,6795,0.2969861189466,15,1
"620",20,21,9045.68447341662,6890,0.31287147654813,6,1
"621",21,21,8925.52078549719,7291,0.224183347345658,8,1
"622",22,21,9290.94286638156,6778,0.370749906518378,3,1
"623",23,21,10373.9843993415,7520,0.379519202040089,20,1
"624",24,21,8693.58812113046,6780,0.28224013585995,5,1
"625",25,21,9748.20510677875,7378,0.321253064079526,17,1
"626",26,21,7850.0857873109,6960,0.127885888981451,16,1
"627",27,21,10861.8810131793,7159,0.517234392118906,9,1
"628",28,21,9297.27046400631,7292,0.274995949534602,19,1
"629",29,21,9124.97800205014,7397,0.233605245646903,4,1
"630",30,21,10333.1252662805,7311,0.413366880902823,22,1
"631",1,22,9491.36036316603,7646,0.241349772844105,28,1
"632",2,22,8110.8838567859,6476,0.252452726495661,22,1
"633",3,22,9210.69780691077,7172,0.284257920651251,10,1
"634",4,22,9178.86251783022,7028,0.306041906350344,30,1
"635",5,22,8791.60041625575,6999,0.256122362659772,19,1
"636",6,22,9014.88522040469,6866,0.312974835479856,24,1
"637",7,22,10065.1749994751,7239,0.390409586887015,21,1
"638",8,22,10424.7627289571,7095,0.469311166872033,29,1
"639",9,22,8148.36583408543,7026,0.159744639067098,23,1
"640",10,22,9097.36394858317,7208,0.262120414620306,1,1
"641",11,22,7538.4810702155,6836,0.10276200559033,13,1
"642",12,22,9773.95791649672,7115,0.373711583485133,26,1
"643",13,22,8677.58505560437,7002,0.239300921965776,7,1
"644",14,22,9279.64159135124,7658,0.211757846872714,9,1
"645",15,22,8653.66087204296,7254,0.192950216713946,17,1
"646",16,22,9304.91757098766,7047,0.320408339859182,5,1
"647",17,22,8914.58052084342,6706,0.329343948828426,11,1
"648",18,22,11093.1262806979,7314,0.516697604689354,15,1
"649",19,22,9655.49093160887,6795,0.420969967860025,27,1
"650",20,22,8173.07900543835,6890,0.18622336798815,20,1
"651",21,22,9512.58125706233,7291,0.304701859424267,12,1
"652",22,22,8940.10950974903,6778,0.318989305067724,2,1
"653",23,22,10728.0969035815,7520,0.426608630795412,6,1
"654",24,22,7829.90364282921,6780,0.154853044665076,16,1
"655",25,22,10361.335048547,7378,0.404355522980073,4,1
"656",26,22,9514.84116122344,6960,0.367074879486127,18,1
"657",27,22,8824.72504954602,7159,0.232675659944968,3,1
"658",28,22,8840.07363483233,7292,0.212297536318202,8,1
"659",29,22,8487.68352338491,7397,0.147449442123145,14,1
"660",30,22,8869.88915632429,7311,0.213225161581766,25,1
"661",1,23,8615.93433298997,7646,0.126855131178389,23,1
"662",2,23,8062.98774576144,6476,0.245056785942163,5,1
"663",3,23,7695.96943069697,7172,0.0730576451055456,18,1
"664",4,23,8738.09509386392,7028,0.243325995142846,1,1
"665",5,23,8207.07459992046,6999,0.172606743809181,25,1
"666",6,23,7520.09141620444,6866,0.095265280542447,9,1
"667",7,23,7980.96305868812,7239,0.102495242255577,8,1
"668",8,23,7480.432365328,7095,0.0543245053316413,27,1
"669",9,23,8074.26358450824,7026,0.149197777470572,12,1
"670",10,23,8329.53490750427,7208,0.155595852872401,4,1
"671",11,23,7486.4024400057,6836,0.0951437156240052,11,1
"672",12,23,7968.41652826045,7115,0.119946103761131,19,1
"673",13,23,8187.92308407443,7002,0.169369192241421,6,1
"674",14,23,9012.13722121536,7658,0.176826484880564,16,1
"675",15,23,7848.04276413863,7254,0.0818917513287332,14,1
"676",16,23,7936.69128770883,7047,0.12625106963372,29,1
"677",17,23,8893.27755730146,6706,0.32616724683887,10,1
"678",18,23,8978.60598215056,7314,0.227591739424468,28,1
"679",19,23,7579.01396893943,6795,0.115381010881447,15,1
"680",20,23,7541.74763632619,6890,0.0945932708746289,22,1
"681",21,23,8001.05423923943,7291,0.0973877711204818,13,1
"682",22,23,8649.08098021622,6778,0.276052077340842,20,1
"683",23,23,9939.83920693647,7520,0.321787128581977,3,1
"684",24,23,7894.73464974145,6780,0.16441514007986,30,1
"685",25,23,8013.34743487166,7378,0.0861137753959963,17,1
"686",26,23,7544.40957556135,6960,0.0839668930404245,26,1
"687",27,23,8043.64368877933,7159,0.123570846316431,21,1
"688",28,23,9782.02619952598,7292,0.341473697137408,24,1
"689",29,23,8604.92585768,7397,0.163299426481006,2,1
"690",30,23,8501.23926016544,7311,0.162801157183072,7,1
"691",1,24,9238.07039226942,7646,0.208222651356189,19,1
"692",2,24,7376.88291009094,6476,0.139111011440849,30,1
"693",3,24,10014.0257693332,7172,0.396266839003508,13,1
"694",4,24,7482.99199064251,7028,0.0647398962211885,10,1
"695",5,24,8092.37815852483,6999,0.156219196817378,24,1
"696",6,24,7743.00037704366,6866,0.127730902569715,16,1
"697",7,24,8314.30941125803,7239,0.148543916460565,12,1
"698",8,24,7710.20831691743,7095,0.0867101221870932,15,1
"699",9,24,8126.56800264456,7026,0.156642186542066,28,1
"700",10,24,8753.48804572662,7208,0.214412880927666,2,1
"701",11,24,8044.02214587737,6836,0.176714766804764,11,1
"702",12,24,8380.13330924247,7115,0.177812130603299,23,1
"703",13,24,8495.081621541,7002,0.213236449805913,1,1
"704",14,24,8575.11282903331,7658,0.11975879198659,27,1
"705",15,24,8603.27271151811,7254,0.186003958025656,26,1
"706",16,24,8461.43249286344,7047,0.200714132661195,17,1
"707",17,24,7940.83515598681,6706,0.184138854158487,20,1
"708",18,24,8170.14608052365,7314,0.117055794438563,21,1
"709",19,24,7807.57857750799,6795,0.149018186535393,25,1
"710",20,24,7316.01475087518,6890,0.0618308782112022,6,1
"711",21,24,8680.39917899332,7291,0.19056359607644,4,1
"712",22,24,7383.18029799476,6778,0.0892859690166361,22,1
"713",23,24,8693.61664522515,7520,0.156066043248026,8,1
"714",24,24,7704.39384525682,6780,0.136341275111626,5,1
"715",25,24,8697.46115668186,7378,0.17883723999483,29,1
"716",26,24,7832.61393249576,6960,0.125375565013758,3,1
"717",27,24,7630.03842040955,7159,0.0657966783642333,18,1
"718",28,24,8797.96786031768,7292,0.20652329406441,7,1
"719",29,24,7851.99681791116,7397,0.0615109933636827,9,1
"720",30,24,8204.00918311645,7311,0.122145969513944,14,1
"721",1,25,9240.16762863141,7646,0.208496943320874,21,1
"722",2,25,8341.20919796807,6476,0.288018714942568,12,1
"723",3,25,8001.39548941185,7172,0.115643542862779,29,1
"724",4,25,8063.50389854338,7028,0.147339769286195,28,1
"725",5,25,7738.85623738921,6999,0.105708849462667,16,1
"726",6,25,7839.32822779257,6866,0.141760592454496,11,1
"727",7,25,8556.84987145589,7239,0.182048607743596,30,1
"728",8,25,7894.60213647165,7095,0.112699384985433,20,1
"729",9,25,8350.50142188731,7026,0.188514292896002,3,1
"730",10,25,8638.65649865639,7208,0.198481756195392,26,1
"731",11,25,7811.55669674848,6836,0.142708703444774,8,1
"732",12,25,8602.12721575859,7115,0.20901296075314,10,1
"733",13,25,8485.76591865063,7002,0.211906015231452,23,1
"734",14,25,8646.01156618266,7658,0.129016919062765,24,1
"735",15,25,9096.57626996782,7254,0.254008308515002,1,1
"736",16,25,7967.78781776783,7047,0.130663802719999,4,1
"737",17,25,8790.2160701611,6706,0.310798698204757,14,1
"738",18,25,8290.51569409428,7314,0.133513220412124,13,1
"739",19,25,8063.17931938416,6795,0.186634189754843,2,1
"740",20,25,8380.8076186754,6890,0.216372658733731,19,1
"741",21,25,8921.93018292509,7291,0.223690876824179,25,1
"742",22,25,7454.17339584414,6778,0.0997600170911975,27,1
"743",23,25,8707.73613721379,7520,0.157943635267791,22,1
"744",24,25,8008.48186643324,6780,0.181192015698118,7,1
"745",25,25,9563.26923546504,7378,0.296187210011526,17,1
"746",26,25,7461.85526444029,6960,0.0721056414425702,18,1
"747",27,25,8566.90534470971,7159,0.196662291480614,9,1
"748",28,25,8708.27822227338,7292,0.19422356312032,6,1
"749",29,25,8815.40163410532,7397,0.191753634460636,15,1
"750",30,25,8638.81456902845,7311,0.181618734650314,5,1
"751",1,26,9514.72241648741,7646,0.244405233649936,25,1
"752",2,26,8254.5482270398,6476,0.274636847906085,29,1
"753",3,26,9214.76905431645,7172,0.284825579240999,27,1
"754",4,26,8535.18779835361,7028,0.214454723727037,3,1
"755",5,26,7710.8780263409,6999,0.101711391104571,14,1
"756",6,26,8908.60711602679,6866,0.297495938832915,5,1
"757",7,26,9150.69911917056,7239,0.264083315260472,20,1
"758",8,26,8127.82240340075,7095,0.145570458548378,1,1
"759",9,26,10282.8991354449,7026,0.463549549593632,19,1
"760",10,26,8841.56788523178,7208,0.226632614488315,7,1
"761",11,26,9415.80800274299,6836,0.377385606018576,13,1
"762",12,26,8990.10958686464,7115,0.263543160486949,9,1
"763",13,26,9294.36988586146,7002,0.327387872873673,18,1
"764",14,26,9283.57712006298,7658,0.212271757647294,28,1
"765",15,26,9429.06176530493,7254,0.299843088682786,10,1
"766",16,26,9315.06155419899,7047,0.321847815268765,15,1
"767",17,26,8488.1021632827,6706,0.265747414745407,11,1
"768",18,26,9168.79914908908,7314,0.253595727247618,17,1
"769",19,26,10278.2731671123,6795,0.512622982650811,26,1
"770",20,26,9483.53259973996,6890,0.376419825796801,22,1
"771",21,26,9660.10599691807,7291,0.324935673696073,8,1
"772",22,26,7462.20386626555,6778,0.100944801750597,23,1
"773",23,26,8878.29852174448,7520,0.180624803423468,12,1
"774",24,26,9131.60037018167,6780,0.346843712416176,16,1
"775",25,26,10546.1048665479,7378,0.429398870499855,30,1
"776",26,26,8208.59278672403,6960,0.179395515333912,6,1
"777",27,26,11194.9954234282,7159,0.563765249815371,21,1
"778",28,26,10729.7810316036,7292,0.471445561108562,2,1
"779",29,26,9508.85354617169,7397,0.285501358141367,24,1
"780",30,26,9122.27368072002,7311,0.247746365848724,4,1
"781",1,27,8444.30748337104,7646,0.104408512080962,12,1
"782",2,27,7552.83149673928,6476,0.166280342300692,24,1
"783",3,27,8922.30667131649,7172,0.244047221321317,6,1
"784",4,27,8503.75137759482,7028,0.209981698576383,19,1
"785",5,27,7564.55765901241,6999,0.0808054949296205,21,1
"786",6,27,7844.8303339236,6866,0.142561947847888,20,1
"787",7,27,8767.48923545474,7239,0.211146461590654,17,1
"788",8,27,7860.63171877936,7095,0.107911447326195,1,1
"789",9,27,8193.20273256928,7026,0.166126207311312,10,1
"790",10,27,8236.71242260395,7208,0.142718149639838,26,1
"791",11,27,7740.26471060802,6836,0.132279799679348,23,1
"792",12,27,8588.29402052521,7115,0.207068730924133,18,1
"793",13,27,7604.20198647425,7002,0.086004282558447,14,1
"794",14,27,8168.86596292445,7658,0.0667101022361515,25,1
"795",15,27,8051.56619436815,7254,0.109948469033381,5,1
"796",16,27,8053.32483601755,7047,0.142801878248552,11,1
"797",17,27,7417.40957334118,6706,0.106085531366117,22,1
"798",18,27,8314.7928310654,7314,0.136832489891359,15,1
"799",19,27,7417.00615552533,6795,0.0915388014018152,27,1
"800",20,27,8309.28739154727,6890,0.205992364520649,4,1
"801",21,27,8072.17167890026,7291,0.107141911795399,3,1
"802",22,27,7736.71363365912,6778,0.141444914968888,30,1
"803",23,27,8548.97395759506,7520,0.136831643297215,13,1
"804",24,27,7816.97541053428,6780,0.152946225742519,16,1
"805",25,27,7926.23851474566,7378,0.074307199070976,28,1
"806",26,27,7956.92971886316,6960,0.143237028572293,7,1
"807",27,27,7582.25105092985,7159,0.0591215324668047,2,1
"808",28,27,9032.74387583,7292,0.238719675785793,29,1
"809",29,27,8133.24935758575,7397,0.0995335078526086,8,1
"810",30,27,8654.28345177467,7311,0.18373457143683,9,1
"811",1,28,9615.57834383052,7646,0.257595912088741,27,1
"812",2,28,7676.59357373599,6476,0.185391225098206,1,1
"813",3,28,7859.19554385945,7172,0.0958164450445415,29,1
"814",4,28,8142.83298644182,7028,0.158627345822684,15,1
"815",5,28,7706.37225692187,6999,0.10106761779138,17,1
"816",6,28,7557.59423771003,6866,0.100727386791441,3,1
"817",7,28,8841.03329504332,7239,0.221305884105998,26,1
"818",8,28,7923.418050511,7095,0.116760824596335,16,1
"819",9,28,7984.72945535738,7026,0.136454519692197,21,1
"820",10,28,8277.23144171818,7208,0.148339545188427,6,1
"821",11,28,7631.51942966532,6836,0.116372064023599,12,1
"822",12,28,8526.30592865733,7115,0.198356420050222,14,1
"823",13,28,7933.58212173726,7002,0.133045147348937,2,1
"824",14,28,8144.16173899494,7658,0.0634841654472373,7,1
"825",15,28,7717.78492838506,7254,0.0639350604335616,11,1
"826",16,28,7653.88409694996,7047,0.0861194972257639,18,1
"827",17,28,7291.66919107198,6706,0.0873351015615843,13,1
"828",18,28,7964.76569529482,7314,0.0889753480031207,22,1
"829",19,28,7511.86276368798,6795,0.105498567135832,19,1
"830",20,28,7307.5856313451,6890,0.06060749366402,20,1
"831",21,28,7724.50945945065,7291,0.0594581620423324,25,1
"832",22,28,7583.82035823302,6778,0.118887630308797,23,1
"833",23,28,8259.65819247504,7520,0.0983588021908299,10,1
"834",24,28,7369.19646758119,6780,0.086902133861532,4,1
"835",25,28,7962.77215738597,7378,0.0792588990764393,8,1
"836",26,28,7760.61733449049,6960,0.115031226219898,5,1
"837",27,28,7932.41244163285,7159,0.10803358592441,28,1
"838",28,28,7946.05342925604,7292,0.08969465568514,24,1
"839",29,28,8247.5223360502,7397,0.114982065168338,30,1
"840",30,28,7953.05268775955,7311,0.0878200913362809,9,1
"841",1,29,9232.95365790037,7646,0.207553447279672,10,1
"842",2,29,7949.99376838718,6476,0.227608673314882,20,1
"843",3,29,7861.24617411135,7172,0.0961023667193736,28,1
"844",4,29,7801.95142661129,7028,0.110123993541732,11,1
"845",5,29,7645.26463439982,6999,0.0923367101585683,26,1
"846",6,29,8166.12946637305,6866,0.189357626911309,24,1
"847",7,29,8331.48973425488,7239,0.150917217054134,13,1
"848",8,29,8707.36132458036,7095,0.227253181759035,21,1
"849",9,29,8120.31927592993,7026,0.155752814678327,1,1
"850",10,29,8585.06094081462,7208,0.191046190457078,16,1
"851",11,29,8020.60592465019,6836,0.173289339474867,9,1
"852",12,29,8115.01532403746,7115,0.140550291502102,12,1
"853",13,29,8716.86749009425,7002,0.244911095414775,30,1
"854",14,29,9206.709327457,7658,0.202234176998825,15,1
"855",15,29,8191.06277249195,7254,0.129178766541487,29,1
"856",16,29,8166.49778334964,7047,0.158861612508819,4,1
"857",17,29,7874.42482691887,6706,0.17423573321188,23,1
"858",18,29,8042.12764601422,7314,0.0995525903765686,22,1
"859",19,29,7769.03494528156,6795,0.143345834478523,6,1
"860",20,29,10287.0301767709,6890,0.493037761505207,5,1
"861",21,29,8342.12609413496,7291,0.144167616806331,18,1
"862",22,29,8057.68951095211,6778,0.188800458977885,14,1
"863",23,29,8691.35223766755,7520,0.155764925221749,3,1
"864",24,29,7722.07048016678,6780,0.13894844840218,27,1
"865",25,29,7928.09960642402,7378,0.0745594478753072,2,1
"866",26,29,7447.21292192543,6960,0.070001856598482,25,1
"867",27,29,7883.72693667657,7159,0.101232984589547,7,1
"868",28,29,8670.87352105889,7292,0.189094010019047,17,1
"869",29,29,8381.27850448145,7397,0.133064553803089,19,1
"870",30,29,8903.33737522448,7311,0.21780021545951,8,1
"871",1,30,8635.64241949242,7646,0.129432699384309,4,1
"872",2,30,7980.84791465507,6476,0.232373056617521,15,1
"873",3,30,9546.21416490671,7172,0.331039342569256,12,1
"874",4,30,9166.28508441856,7028,0.304252288619601,7,1
"875",5,30,8523.82962368243,6999,0.217863926801318,1,1
"876",6,30,11793.0198821572,6866,0.717596836900261,26,1
"877",7,30,8221.14716503606,7239,0.135674425339972,6,1
"878",8,30,8801.98042223351,7095,0.24058920679824,29,1
"879",9,30,8733.22157577791,7026,0.24298627608567,30,1
"880",10,30,21018.0285020197,7208,1.91593070227799,9,1
"881",11,30,9205.35057899746,6836,0.346598972937018,24,1
"882",12,30,9878.53022428111,7115,0.388409026603107,22,1
"883",13,30,8824.82814723679,7002,0.26032964113636,13,1
"884",14,30,10479.0061388835,7658,0.368373744957368,28,1
"885",15,30,8104.32846170656,7254,0.117222010160816,16,1
"886",16,30,10747.218604823,7047,0.52507713989258,11,1
"887",17,30,7390.46001408952,6706,0.102066807946544,3,1
"888",18,30,8852.34741402596,7314,0.210329151493842,10,1
"889",19,30,10722.8668357702,6795,0.578052514462141,27,1
"890",20,30,9721.45659005508,6890,0.410951609587094,17,1
"891",21,30,10260.6743834913,7291,0.407306869221142,23,1
"892",22,30,11815.0529364872,6778,0.743147379239779,2,1
"893",23,30,10883.4884853205,7520,0.447272404962838,8,1
"894",24,30,8241.17007491323,6780,0.215511810459178,18,1
"895",25,30,8894.24594990523,7378,0.205509074262026,5,1
"896",26,30,9138.30287154864,6960,0.312974550509862,14,1
"897",27,30,8335.8947650724,7159,0.16439373726392,21,1
"898",28,30,9505.98998674218,7292,0.303619032740287,25,1
"899",29,30,9133.90654489098,7397,0.234812294834525,19,1
"900",30,30,8217.07271738914,7311,0.123932802269065,20,1
