"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1",9206.5013950719,11074.0644655818,9606.42060771874,10109.0911640996,8355.15799583175,8946.94380495546,9857.02050552248,9283.72036747778,8459.92661086047,8869.38530962085,9281.96438050452,8531.8252677156,12318.5661728134,9771.25498357028,8661.97064399915,8765.2156134525,9095.08171048388,9492.95225985,8900.51695729569,8502.26797908826,10733.8317566396,9491.43063753712,8615.97680272712,9238.20917213121,9240.29603853424,9514.94087482569,8444.3249591428,9615.60545076835,9232.96264777673,8635.77067953603,9348.7280850957,9093.62948772753,9321.73608712363
"2",8554.46841387584,9203.39242942549,8770.19525994181,9539.77330275633,7285.16058112118,6905.13914454285,7219.21400016124,7141.45347447494,7288.61433119999,7552.94052155123,7381.04311860786,7431.3270136946,8405.42406015913,7889.32982348497,7708.14664780911,7848.66974014359,8419.54167545744,7085.55244412962,7009.97030189825,7294.25281290285,9813.76465402382,8110.91162955783,8063.03939893366,7377.07354186579,8341.33662127616,8254.77983042978,7552.94809611507,7676.65847190298,7950.00139830783,7981.02059813973,7363.5510536839,7878.15017486848,7884.27639270136
"3",9034.30630813259,9149.04267852086,7925.30729070369,8462.77369373476,7905.17749605539,7206.82767953482,7865.33826610058,8509.98454274507,9317.6955532846,8075.3575950501,7462.43359182303,8630.90919845874,7679.80141597692,8314.69097123289,8177.69945035577,7903.47107005951,8154.96168616364,7655.7434364865,7689.63816752986,8187.14757918691,8951.63868302505,7538.55438064419,7486.49810116473,8044.17897893325,7811.67064820817,9415.9902309871,7740.31410374322,7631.63239334394,8020.61830386512,9205.5147795672,8157.96043044182,7182.08327652203,8140.46756192444
"4",10315.9351025627,9502.81222815209,8902.27708211686,8901.81210390306,8579.09128130776,8173.74402132983,8474.9951960413,8520.17893346466,8506.27841849664,9928.59638906807,8390.10824585932,8131.44388177743,9131.93717144641,8872.19275792982,8142.13255671634,9506.16588928403,8644.02228917794,9056.69980850265,9755.53993105259,8662.45503636997,10239.7189311438,9773.98001384202,7968.54962664166,8380.33653837587,8602.2556765623,8990.34656898981,8588.33416912674,8526.37229137311,8115.02118317219,9878.71106571754,8161.8059585839,9553.69946678541,8902.42343171481
"5",8884.95651492395,10960.0216333267,8105.7509715971,7999.98705954521,8061.98347541735,8018.4001720183,8258.0035604698,8433.38451574292,7871.17752704387,8078.56136248748,8462.99066892728,8556.06827695926,8357.78637989944,8614.55508093991,8020.9634260422,8451.49091880552,8295.1395412027,8646.70586788395,8312.5936862146,9077.69872703329,8966.4258867509,8677.6596658702,8187.97359532987,8495.31353916383,8485.91966890949,9294.57851401598,7604.30640635302,7933.66044521561,8716.87385274869,8824.95510495036,8134.6265878486,9771.32284524491,8517.55735871507
"6",9862.79131643036,10024.0225516882,9115.54884526678,8900.65375164212,8495.05122995015,8385.96508982624,8006.41480587859,8224.30568296085,8546.98602798813,8536.00600632263,10379.4803403068,8848.57259559965,9222.95324721256,9531.97393315107,8651.8088068486,9802.39845613876,8914.46719263453,8488.19692822727,8692.88773679224,9018.60228979488,10608.3259735677,9279.68269330264,9012.22121248223,8575.28080633106,8646.14988313282,9283.83666285307,8168.92976538365,8144.27440610532,9206.72747182553,10479.0942926818,8464.39667594723,8400.49169494794,8997.45307416317
"7",8093.5498366077,9569.08081328303,9149.06779206794,8582.275578868,8158.58722316349,7943.78805615016,9822.37783065501,8150.38056335155,8349.75269829185,8563.76212992227,8058.94063600288,9128.94959924694,8627.0385439634,11001.8968963702,8328.87291596969,8035.31782046869,8557.93310345404,8451.70931956058,7846.66667694649,8062.27764106791,7935.53378663755,8653.70555142997,7848.13187932188,8603.49699537875,9096.69960576186,9429.31175918089,8051.59485548691,7717.8669839872,8191.07070487888,8104.40649889537,7810.67991944672,8691.67673558085,8519.26252973121
"8",9075.42794849842,9411.98282365374,8104.52083251653,8672.35855307387,9518.35773937715,8223.12017967089,8083.04253054753,8368.58288096352,8776.25389957265,9823.19358649789,8057.17381877267,7636.5383086985,8155.23987085091,9390.46069760354,8821.74525116879,8666.06252381563,8558.1250556917,8346.80048059362,7994.9311571393,10224.3672902232,10377.1317174717,9304.92649627829,7936.78380797389,8461.64691946628,7967.94064300229,9315.33423563836,8053.41322331627,7654.03927116971,8166.51519507295,10747.2928929833,8366.63207271703,9232.04984360697,8734.12474211335
"9",8239.01654388895,8075.63724200464,7427.44235347982,7838.48374945332,6856.22118425256,7136.60292680835,9600.03850732033,7276.72934715555,7238.40308761324,7688.47288826561,8539.38750141556,7745.1307107164,7430.44539874738,8869.47597264006,7691.50612392557,7417.64681597208,7731.12072797695,8392.95918186831,8019.69516273124,8039.67894437208,9283.80604425401,8914.59327678575,8893.30464829951,7940.93295139791,8790.35802950458,8488.2794219095,7417.4448476475,7291.72488614073,7874.43831275523,7390.53928144556,7137.46004143634,8255.98076775533,7966.65490249812
"10",8751.9612880118,10552.7109792368,8465.5888280605,8352.12059616843,7794.57409079818,7863.18983201075,9133.34378894498,8317.96779507533,9404.38965581,9033.35303983326,8029.05328123787,8329.38982073302,9255.22713314584,10532.7308157818,8483.32503247116,8501.49196163004,8506.38511878455,8403.73364655056,7712.74042972866,8403.96310937982,11498.2003071069,11093.1480898664,8978.63637492847,8170.27392603417,8290.72506200461,9169.07490951971,8314.86187707688,7964.91069036583,8042.14715844159,8852.53320650898,7972.9643041624,8272.47738159117,8763.97479784377
