"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1",10974.5764943805,9502.81222815209,8770.19525994181,7999.98705954521,8495.05122995015,8526.10125062133,7865.33826610058,8433.38451574292,8852.14079259751,9967.98942713473,8462.99066892728,8630.90919845874,8231.26654484337,8468.28723322465,9002.97080269328,7715.75177373356,8558.1250556917,8041.3252853364,8446.70714360146,8398.72844622661,10861.8869243917,8840.1465290254,9939.84519748485,7807.81735370913,8922.17682055097,10546.1578760449,8588.33416912674,7932.4316812983,8585.07876813762,9166.45273486976,8464.39667594723,9093.62948772753,8815.40602797556
"2",9118.38203558261,8741.83737390314,7247.20478018708,8582.275578868,7285.16058112118,8107.71875889505,8258.0035604698,7537.99693305604,8506.27841849664,9168.50178030913,10754.0269763685,9031.99456312873,7596.8269219894,8472.09286498645,7869.22266047895,9409.02302364139,8535.73869299785,7372.90084695363,7699.01398080815,8561.37860021356,10733.8317566396,8940.11325337421,8207.17983967804,8204.22798718531,8602.2556765623,9508.87412933006,7817.00371240159,9615.60545076835,10287.1780655782,8104.40649889537,7137.46004143634,7795.53494891225,8525.28907166303
"3",7883.79140136981,10311.8354408096,8603.2005821078,8352.12059616843,7409.16959947978,7612.24480392416,8972.11520287303,7807.94678070267,8546.98602798813,8353.83279160754,9281.96438050452,7406.74622198522,8155.23987085091,8869.47597264006,9676.74487981596,8423.89323966541,8914.46719263453,9053.12934106496,7580.35863876773,9290.42056005471,10540.3298441557,9097.43830594454,8978.63637492847,8495.31353916383,8815.64308333512,11195.0092832291,7844.85812442468,8247.52574821472,8670.88702286574,9878.71106571754,9348.7280850957,7850.01009124865,8733.39919041683
"4",7853.71758281965,10279.0603601838,8902.27708211686,9587.96014039324,9018.84590576969,7167.18443686234,7577.03265736118,8520.17893346466,8503.81428414241,8153.5479602283,8789.54164802301,8556.06827695926,7430.44539874738,8418.68368461375,7708.14664780911,8451.49091880552,8112.56101219225,7786.28605634371,8086.87645276848,8662.45503636997,9813.76465402382,8869.95050820198,8615.97680272712,8753.72115168688,8708.49170314366,9214.97962236838,7417.05601141732,7717.8669839872,8020.61830386512,8221.2634617522,8134.6265878486,7182.08327652203,8382.39292323496
"5",10643.4313413232,9642.07118027673,8465.5888280605,7910.72408069871,7482.78208089829,8781.29023627257,8083.04253054753,8508.75504968657,7768.39429487824,8626.36834032337,8000.04842555838,8566.40486658393,7679.80141597692,10532.7308157818,7873.37120964452,8711.00094567807,8154.96168616364,8453.33961878666,8322.34739763298,8379.9559953252,10333.1305662327,9655.6501207165,8013.47740106199,7704.51280847474,7967.94064300229,9283.83666285307,8072.20077108519,7291.72488614073,7447.22423201529,8635.77067953603,8280.82593316043,9880.41238468931,8536.03491965831
"6",8173.34988469011,9203.39242942549,7538.9208717852,8900.65375164212,7644.16634507292,7627.44850081128,7219.21400016124,7947.43576118378,8868.75385474711,7552.94052155123,8155.58864963951,7530.81189063682,9131.93717144641,7956.04344483245,9532.37296693009,8765.2156134525,8520.85565780472,8466.35876781847,9755.53993105259,9018.60228979488,9748.354871868,7830.00228611718,8074.31093735692,8461.64691946628,7811.67064820817,7711.0466303866,8309.30497744691,7859.32185837988,7722.08223146189,9138.44997423111,7547.30637770611,8255.98076775533,8311.84627452698
"7",7708.02960742062,10345.2376589373,7925.30729070369,8589.74524676696,7794.57409079818,8946.94380495546,7783.64071290907,8528.35944138279,8893.63682185368,8294.40049553893,7403.56023356759,7931.65292350279,8240.73374602414,8872.19275792982,8241.31100498564,7804.87905869046,9095.08171048388,7837.84793496833,8539.48082027715,8842.75487646954,7850.19811686702,9512.61424266269,7480.49334208408,8380.33653837587,8638.96749636025,9483.73634128564,7417.4448476475,7760.62831720358,8716.87385274869,11793.0386421918,7193.31526534053,7878.15017486848,8428.91148174382
"8",8446.41809918521,12541.3661306208,9035.03649545896,8203.76624655814,8202.50044775928,8224.30146833209,7347.80384571646,7590.97031027049,8187.42157989935,8075.3575950501,8390.10824585932,8485.68959817053,8074.99435514143,8137.06698571115,10026.7363121108,9385.12303206807,7615.10669909799,8451.70931956058,7265.11440996381,8187.14757918691,9297.34398570368,8487.79474608075,8043.65396290256,8603.49699537875,8380.92954848121,9514.94087482569,8444.3249591428,7654.03927116971,8342.13121416668,9134.14452246014,7982.790553632,9553.69946678541,8541.03215176409
"9",9032.60759628145,11074.0644655818,7655.85243317051,8279.12201106202,8301.61858927222,7206.82767953482,8006.41480587859,7276.72934715555,8349.75269829185,8330.34923774471,8168.20237608894,8071.17016262769,8834.11761966951,8314.69097123289,8330.90105306561,9802.39845613876,8426.73977924163,8018.22020889533,7009.97030189825,8000.89977529981,10608.3259735677,10728.1189205153,7968.54962664166,8798.16814926108,8001.61832476248,10278.4575947597,8236.72177800463,7724.65375459417,9232.96264777673,8217.23831284698,7309.55363141213,8315.68920891243,8497.20960909959
"10",9075.42794849842,10960.0216333267,7946.96819136853,8715.6703062343,7639.58877877524,8223.12017967089,7511.71264485054,7997.46043451152,7288.61433119999,8105.15832920683,7646.38459014063,8262.39608662539,9222.95324721256,7889.32982348497,7691.50612392557,8863.31913463536,9378.70822312779,9693.84429486193,7846.66667694649,8039.67894437208,10373.9878472791,9491.43063753712,8738.20892486834,7377.07354186579,7462.0192026439,9150.89162382192,7956.95947679748,7557.66638468079,8166.51519507295,8733.32505701321,8115.41704362299,9641.79360593207,8461.36932700348
"11",11968.5741668937,9149.04267852086,9149.06779206794,8292.5713495288,7235.79192183451,7697.69991962379,7819.76926283811,8224.30568296085,8459.92661086047,8972.21821901327,8058.94063600288,8583.31637905632,8577.08234345271,8650.78508770473,8986.59457746084,8125.99256755831,8557.93310345404,8360.76389848209,8266.19206753896,8062.27764106791,8951.63868302505,8677.6596658702,7486.49810116473,8044.17897893325,7894.71755621196,9294.57851401598,8548.98871441324,8526.37229137311,8120.32530380093,8241.28542621938,7877.72534281092,8075.43732445803,8466.82036900681
"12",10315.9351025627,9057.64990510045,9374.81070401724,7563.58248733115,7602.73372846368,6905.13914454285,7686.23827162597,8543.96605545273,9404.38965581,8268.89422998098,8323.11979923353,7809.0627210266,9761.96743158344,9158.24198040526,8142.13255671634,7841.2370690292,8295.1395412027,8422.49841023516,8303.96554040425,8153.07519551052,9281.38690264222,9514.90487766101,7579.07162509677,8693.79855776506,8638.76178460535,10283.1366525126,8314.86187707688,8144.27440610532,8115.02118317219,11815.250236225,7921.08404388609,8148.83646808533,8605.75525453339
"13",9018.04102602345,8379.32102094559,8178.25723479726,8412.47946271205,6856.22118425256,7136.60292680835,7799.36897192515,8509.98454274507,7415.7642619332,8078.56136248748,8111.79758321679,8531.8252677156,9496.41080260757,8688.64763808471,8699.44168369103,8014.58953603363,7731.12072797695,8392.95918186831,8580.85220179477,8156.61095380413,8925.53100315252,10065.224724176,7520.13936395004,9238.20917213121,8707.88967804893,9169.07490951971,8168.92976538365,7676.65847190298,8903.35652999302,8824.95510495036,7876.56694884601,9219.09120409879,8390.14013898678
"14",8751.9612880118,10175.596638057,8104.52083251653,8672.35855307387,7601.03337494719,7630.62986065452,8474.9951960413,7360.26795312081,8662.7180531625,8536.00600632263,8798.68881273635,8081.78809539485,10543.3051235632,8614.55508093991,8328.87291596969,9725.13071930145,7164.37678607945,8287.72994115248,7666.68591739789,8566.84484727858,9124.98905497948,8148.42896554026,7936.78380797389,7630.17822859707,8008.58071482495,10730.0100240305,7926.31031579645,8841.10078803679,8191.07070487888,9506.09115035384,8059.48320487604,9771.32284524491,8550.70049377672
"15",8093.5498366077,8027.12866465425,8363.17770151698,10283.7823227083,7420.65754352635,7988.44950171217,10049.2072578788,8317.96779507533,7919.08024148768,8563.76212992227,8602.51316391097,7700.21581265214,8357.78637989944,9771.25498357028,7469.83718552483,10581.5996932446,8506.38511878455,8403.73364655056,8442.6063920916,7981.42725319278,10239.7189311438,8914.59327678575,9012.22121248223,7832.74086297494,9240.29603853424,8841.75404511598,7564.6479081158,7631.63239334394,8381.29000139279,10747.2928929833,8157.96043044182,7717.26503859509,8597.67298926316
"16",8239.01654388895,8205.89764520368,8324.8313344044,9381.68683496817,8098.94367815165,8462.20276095561,10815.2131516796,8411.29329926263,7571.79433757932,8869.38530962085,7381.04311860786,8300.448219684,8405.42406015913,9531.97393315107,8349.11219325829,9145.41498397652,7746.98609152279,9056.69980850265,7994.9311571393,8345.21578146772,8966.4258867509,8791.64955615158,8605.04767600929,7940.93295139791,8063.61995881867,9429.31175918089,7740.31410374322,7964.91069036583,7801.96355294674,9205.5147795672,7363.5510536839,9232.04984360697,8491.96268923148
"17",8884.95651492395,10552.7109792368,8650.98525204534,8237.18607541079,9518.35773937715,8151.72284532929,7822.30106177,8368.58288096352,8166.96471157131,8806.44784917518,7450.76011831042,8329.38982073302,11413.5869169907,8618.11652365378,7415.17423685826,7903.47107005951,7803.272153159,9389.86805884802,7781.23872183135,8502.26797908826,11498.2003071069,7538.55438064419,8329.61362230339,7316.09297536313,8646.14988313282,9415.9902309871,7736.82168038431,7933.66044521561,8691.36545346248,9546.36709800982,7347.97532079384,8691.67673558085,8576.86967632251
"18",8223.03348777698,9904.02733024542,7800.44289970607,7890.48571845754,7712.22916066122,8173.74402132983,9212.96871030385,8412.32732913774,7734.01039597137,7688.47288826561,8057.17381877267,7778.24190791298,12318.5661728134,8325.0036416745,8218.7170570672,7822.86664959319,8156.562942969,8346.80048059362,8019.69516273124,8774.08033369104,8693.59317753965,8653.70555142997,9782.08958554704,8680.52385659692,8485.91966890949,8488.2794219095,8051.59485548691,7583.8993429789,8057.70274872998,21018.2558265993,8366.63207271703,8981.37011876597,8856.65676052766
"19",9862.79131643036,10554.9739203462,7835.30054835095,8469.97492909158,8579.09128130776,7542.61699841182,9133.34378894498,8185.43284969976,8048.07885135563,7964.02288527731,8539.38750141556,8564.00664521562,8109.14502698876,10151.3117465486,7568.03289088175,7909.45192723155,8067.76912060125,7655.7434364865,8900.51695729569,8301.9609756154,7935.53378663755,8824.74256781292,7848.13187932188,8697.58181775365,8341.33662127616,8208.88738949806,7582.34927708063,7511.97615534141,8166.13524512716,8336.09320454253,7493.45673228504,7474.02730031517,8323.85017420279
